baseline/
,statistical_parity,false_positive_subgroup_fairness,disparate_impact_factor,mean_difference_score,bias_amplification_2
statistical_parity,0.9999999999999999,0.9285091277839741,0.8387386578397504,1.0,0.9977967312167457
false_positive_subgroup_fairness,0.9285091277839741,1.0,0.7631469809790116,0.9285091277839741,0.9329352927846747
disparate_impact_factor,0.8387386578397504,0.7631469809790116,1.0,0.8387386578397511,0.8175209015104943
mean_difference_score,1.0,0.9285091277839741,0.8387386578397511,1.0,0.9977967312167458
bias_amplification_2,0.9977967312167457,0.9329352927846747,0.8175209015104943,0.9977967312167458,1.0

sampling/
,statistical_parity,false_positive_subgroup_fairness,disparate_impact_factor,mean_difference_score,bias_amplification_2
statistical_parity,0.9999999999999998,0.9240905785222756,0.7684347630628772,0.9999999999999999,0.998139013790245
false_positive_subgroup_fairness,0.9240905785222756,1.0,0.7863999639864465,0.9240905785222754,0.9165160308663605
disparate_impact_factor,0.7684347630628772,0.7863999639864465,0.9999999999999998,0.768434763062878,0.7519612576524385
mean_difference_score,0.9999999999999999,0.9240905785222754,0.768434763062878,1.0,0.9981390137902452
bias_amplification_2,0.998139013790245,0.9165160308663605,0.7519612576524385,0.9981390137902452,1.0

uniconf-adv/
,statistical_parity,false_positive_subgroup_fairness,disparate_impact_factor,mean_difference_score,bias_amplification_2
statistical_parity,1.0,0.9861845202130821,0.7428370303667005,1.0,0.992587289425402
false_positive_subgroup_fairness,0.9861845202130821,1.0,0.7007082424765236,0.9861845202130822,0.9714637332152558
disparate_impact_factor,0.7428370303667005,0.7007082424765236,0.9999999999999999,0.7428370303667008,0.732053196711776
mean_difference_score,1.0,0.9861845202130822,0.7428370303667008,1.0,0.9925872894254019
bias_amplification_2,0.992587289425402,0.9714637332152558,0.732053196711776,0.9925872894254019,0.9999999999999999

gradproj-adv/
,statistical_parity,false_positive_subgroup_fairness,disparate_impact_factor,mean_difference_score,bias_amplification_2
statistical_parity,1.0,0.9908588876245791,0.8693809719271202,1.0,0.9971500624566685
false_positive_subgroup_fairness,0.9908588876245791,1.0,0.8478855044626168,0.990858887624579,0.9840249714152314
disparate_impact_factor,0.8693809719271202,0.8478855044626168,0.9999999999999998,0.8693809719271199,0.8558915147649517
mean_difference_score,1.0,0.990858887624579,0.8693809719271199,0.9999999999999998,0.9971500624566683
bias_amplification_2,0.9971500624566685,0.9840249714152314,0.8558915147649517,0.9971500624566683,1.0

domain-discriminative/Sum-of-prob-no-prior-shift/
,statistical_parity,false_positive_subgroup_fairness,disparate_impact_factor,mean_difference_score,bias_amplification_2
statistical_parity,1.0,0.9485644143335233,0.8359193852258424,1.0,0.9983518356684409
false_positive_subgroup_fairness,0.9485644143335233,1.0,0.7779558444310362,0.948564414333523,0.9475044085396959
